"fecha";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.08.2019 16:00";"14.2";"767.5";"769.9";"-0.3";"54";"Wind blowing from the east";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"4.9";"";"";"";"";"";"";
"08.08.2019 15:00";"14.6";"767.2";"769.5";"-1.2";"50";"Wind blowing from the east";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"4.3";"";"";"";"";"";"";
"08.08.2019 14:00";"14.2";"767.9";"770.2";"-0.5";"54";"Wind blowing from the east";"4";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"4.9";"";"";"";"";"";"";
"08.08.2019 13:00";"12.4";"767.8";"770.2";"-0.3";"60";"Wind blowing from the east";"5";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"4.9";"";"";"";"";"";"";
"08.08.2019 12:00";"11.0";"768.4";"770.8";"0.6";"66";"Wind blowing from the north-east";"2";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"4.9";"";"";"";"";"";"";
"08.08.2019 11:00";"10.5";"768.4";"770.7";"1.2";"64";"Wind blowing from the south-west";"6";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"4.0";"";"";"";"";"";"";
"08.08.2019 10:00";"10.2";"768.1";"770.4";"1.2";"71";"Wind blowing from the east";"2";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"5.2";"";"";"";"";"";"";
"08.08.2019 09:00";"11.1";"767.8";"770.2";"1.4";"65";"Wind blowing from the east";"2";"";"";"100%.";" ";"";"";"10.4";"11.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"4.8";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"9.0";"";"";
"08.08.2019 08:00";"10.8";"767.2";"769.6";"0.0";"65";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"4.4";"";"";"";"";"";"";
"08.08.2019 07:00";"10.8";"766.9";"769.2";"-0.3";"66";"Wind blowing from the south-east";"3";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"4.7";"";"";"";"";"";"";
"08.08.2019 06:00";"11.0";"766.4";"768.7";"-0.8";"64";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"4.4";"";"";"";"";"";"";
"08.08.2019 05:00";"11.2";"767.2";"769.4";"0.0";"62";"Wind blowing from the east";"2";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"4.1";"";"";"";"";"";"";
"08.08.2019 04:00";"11.6";"767.2";"769.4";"0.0";"62";"Wind blowing from the north-east";"3";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"4.4";"";"";"";"";"";"";
"08.08.2019 03:00";"11.7";"767.2";"769.4";"0.3";"62";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"4.5";"";"";"";"";"";"";
"08.08.2019 02:00";"11.4";"767.2";"769.5";"0.9";"60";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"3.8";"";"";"";"";"";"";
"08.08.2019 01:00";"11.3";"767.2";"769.4";"1.2";"61";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"4.0";"";"";"";"";"";"";
"08.08.2019 00:00";"11.5";"766.9";"769.1";"0.9";"59";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"3.7";"";"";"";"";"";"";
"07.08.2019 23:00";"11.3";"766.3";"768.5";"0.6";"63";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"4.5";"";"";"";"";"";"";
"07.08.2019 22:00";"11.0";"766.0";"768.3";"0.9";"64";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"4.4";"";"";"";"";"";"";
"07.08.2019 21:00";"11.6";"766.0";"768.4";"1.2";"50";"Wind blowing from the north-east";"2";"";"";"60%.";" ";"";"";"11.6";"16.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"1.5";"";"";"";"";"";"";
"07.08.2019 20:00";"12.3";"765.7";"767.9";"1.2";"51";"Wind blowing from the north-east";"4";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"2.5";"";"";"";"";"";"";
"07.08.2019 19:00";"13.0";"765.1";"767.3";"0.9";"47";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"2.0";"";"";"";"";"";"";
"07.08.2019 18:00";"13.8";"764.8";"766.9";"0.8";"41";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"0.7";"";"";"";"";"";"";
"07.08.2019 17:00";"14.8";"764.5";"766.6";"0.3";"40";"Wind blowing from the north-east";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"1.4";"";"";"";"";"";"";
"07.08.2019 16:00";"15.1";"764.2";"766.3";"-0.3";"42";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"2.1";"";"";"";"";"";"";
"07.08.2019 15:00";"16.0";"764.0";"766.3";"-0.8";"48";"Wind blowing from the north-east";"4";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"4.9";"";"";"";"";"";"";
"07.08.2019 14:00";"15.9";"764.2";"766.4";"-0.3";"47";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"4.5";"";"";"";"";"";"";
"07.08.2019 13:00";"16.4";"764.5";"766.8";"0.0";"41";"Wind blowing from the east";"4";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"2.9";"";"";"";"";"";"";
"07.08.2019 12:00";"15.7";"764.8";"767.1";"0.9";"44";"Wind blowing from the east-northeast";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"3.4";"";"";"";"";"";"";
"07.08.2019 11:00";"13.7";"764.5";"766.7";"1.2";"44";"Wind blowing from the east";"4";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"1.6";"";"";"";"";"";"";
"07.08.2019 10:00";"12.9";"764.5";"766.7";"2.1";"51";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"2.8";"";"";"";"";"";"";
"07.08.2019 09:00";"11.9";"763.9";"766.1";"2.1";"58";"Wind blowing from the east";"5";"";"";"100%.";" ";"";"";"10.9";"14.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"3.7";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"9.0";"";"";
"07.08.2019 08:00";"11.6";"763.3";"765.4";"3.6";"60";"Wind blowing from the north-east";"3";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"4.1";"";"";"";"";"";"";
"07.08.2019 07:00";"11.7";"762.4";"764.5";"2.1";"59";"Wind blowing from the south-east";"4";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"4.0";"";"";"";"";"";"";
"07.08.2019 06:00";"12.7";"761.8";"763.9";"1.2";"77";"Wind blowing from the south-east";"4";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.7";"";"";"";"";"";"";
"07.08.2019 05:00";"12.7";"759.7";"761.9";"-1.2";"77";"Wind blowing from the south-east";"4";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.7";"";"";"";"";"";"";
"07.08.2019 04:00";"12.3";"760.3";"762.6";"-0.4";"82";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.2";"";"";"";"";"";"";
"07.08.2019 03:00";"12.7";"760.6";"762.8";"0.6";"77";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.7";"";"";"";"";"";"";
"07.08.2019 02:00";"12.7";"760.9";"763.1";"1.1";"91";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"07.08.2019 01:00";"13.2";"760.7";"763.0";"1.3";"87";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"07.08.2019 00:00";"13.7";"760.0";"762.3";"0.9";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"06.08.2019 23:00";"14.0";"759.8";"762.1";"1.5";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.0";"";"";"";"";"";"";
"06.08.2019 22:00";"14.1";"759.4";"761.6";"1.7";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"06.08.2019 21:00";"14.8";"759.1";"761.2";"1.7";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.1";"22.8";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"06.08.2019 20:00";"16.4";"758.3";"760.6";"1.0";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.6";"";"";"";"";"";"";
"06.08.2019 19:00";"19.7";"757.7";"760.0";"0.4";"54";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.1";"";"";"";"";"";"";
"06.08.2019 18:00";"21.2";"757.4";"759.7";"0.0";"44";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.4";"";"";"";"";"";"";
"06.08.2019 17:00";"22.0";"757.3";"759.6";"-0.7";"42";"Wind blowing from the west";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.6";"";"";"";"";"";"";
"06.08.2019 16:00";"22.8";"757.3";"759.5";"-1.8";"39";"Wind blowing from the north-west";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.0";"";"";"";"";"";"";
"06.08.2019 15:00";"22.8";"757.4";"759.7";"-2.3";"39";"Wind blowing from the west-northwest";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.2";"";"";"";"";"";"";
"06.08.2019 14:00";"22.0";"758.0";"760.3";"-2.1";"39";"Wind blowing from the west-northwest";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.5";"";"";"";"";"";"";
"06.08.2019 13:00";"21.6";"759.1";"761.2";"-1.2";"46";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.5";"";"";"";"";"";"";
"06.08.2019 12:00";"19.6";"759.7";"761.9";"-0.6";"48";"Wind blowing from the north-west";"7";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.1";"";"";"";"";"";"";
"06.08.2019 11:00";"17.1";"760.1";"762.4";"-0.2";"58";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.6";"";"";"";"";"";"";
"06.08.2019 10:00";"14.9";"760.3";"762.4";"0.3";"59";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.8";"";"";"";"";"";"";
"06.08.2019 09:00";"13.1";"760.3";"762.5";"0.5";"65";"Wind blowing from the north-west";"6";"";"";"no clouds";" ";"";"";"11.3";"15.0";"";"";"";"";"";"10.0";"6.5";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"10.0";"";"";
"06.08.2019 08:00";"12.2";"760.3";"762.4";"0.3";"69";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.6";"";"";"";"";"";"";
"06.08.2019 07:00";"13.0";"760.0";"762.2";"-0.3";"64";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.4";"";"";"";"";"";"";
"06.08.2019 06:00";"13.2";"759.8";"762.1";"-1.1";"62";"Wind blowing from the north-west";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.1";"";"";"";"";"";"";
"06.08.2019 05:00";"12.4";"760.0";"762.3";"-1.3";"70";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.1";"";"";"";"";"";"";
"06.08.2019 04:00";"12.7";"760.3";"762.5";"-1.5";"67";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.7";"";"";"";"";"";"";
"06.08.2019 03:00";"12.3";"760.9";"763.1";"-1.2";"68";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.5";"";"";"";"";"";"";
"06.08.2019 02:00";"12.8";"761.3";"763.6";"-0.8";"64";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.1";"";"";"";"";"";"";
"06.08.2019 01:00";"13.1";"761.8";"763.9";"-0.4";"62";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.0";"";"";"";"";"";"";
"06.08.2019 00:00";"13.7";"762.1";"764.3";"-0.1";"61";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.3";"";"";"";"";"";"";
"05.08.2019 23:00";"14.0";"762.1";"764.3";"-0.6";"59";"Wind blowing from the north-west";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.1";"";"";"";"";"";"";
"05.08.2019 22:00";"14.4";"762.2";"764.5";"-0.6";"62";"Wind blowing from the north-east";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.1";"";"";"";"";"";"";
"05.08.2019 21:00";"15.0";"762.2";"764.5";"-0.6";"59";"Wind blowing from the north";"4";"";"";"no clouds";" ";"";"";"10.3";"19.5";"";"";"";"";"";"10.0";"6.9";"";"";"";"";"";"";
"05.08.2019 20:00";"15.5";"762.7";"764.8";"-0.3";"56";"Wind blowing from the north";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.8";"";"";"";"";"";"";
"05.08.2019 19:00";"15.8";"762.8";"765.1";"-0.5";"54";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.5";"";"";"";"";"";"";
"05.08.2019 18:00";"17.4";"762.8";"765.1";"-1.1";"41";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"3.9";"";"";"";"";"";"";
"05.08.2019 17:00";"17.8";"763.0";"765.3";"-1.5";"42";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.5";"";"";"";"";"";"";
"05.08.2019 16:00";"18.8";"763.3";"765.6";"-2.1";"40";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.9";"";"";"";"";"";"";
"05.08.2019 15:00";"18.9";"763.9";"766.0";"-2.4";"40";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"5.0";"";"";"";"";"";"";
"05.08.2019 14:00";"18.2";"764.5";"766.7";"-2.1";"46";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.2";"";"";"";"";"";"";
"05.08.2019 13:00";"17.9";"765.4";"767.7";"-1.5";"47";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.3";"";"";"";"";"";"";
"05.08.2019 12:00";"16.1";"766.3";"768.4";"-0.3";"49";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"5.3";"";"";"";"";"";"";
"05.08.2019 11:00";"14.2";"766.6";"768.9";"0.8";"53";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.6";"";"";"";"";"";"";
"05.08.2019 10:00";"12.0";"766.9";"769.1";"0.3";"59";"Wind blowing from the north-west";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.1";"";"";"";"";"";"";
"05.08.2019 09:00";"10.3";"766.6";"769.0";"0.0";"64";"Wind blowing from the north-west";"5";"";"";"no clouds";" ";"";"";"9.7";"13.8";"";"";"";"";"";"10.0";"3.8";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"8.0";"";"";
"05.08.2019 08:00";"9.8";"765.8";"768.1";"-0.8";"65";"Wind blowing from the north-west";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"3.4";"";"";"";"";"";"";
"05.08.2019 07:00";"10.1";"766.6";"768.8";"-0.3";"65";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"3.8";"";"";"";"";"";"";
"05.08.2019 06:00";"10.4";"766.6";"768.7";"-0.7";"63";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"3.6";"";"";"";"";"";"";
"05.08.2019 05:00";"10.8";"766.6";"768.7";"-1.0";"61";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"3.6";"";"";"";"";"";"";
"05.08.2019 04:00";"11.0";"766.9";"769.1";"-0.6";"62";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"3.9";"";"";"";"";"";"";
"05.08.2019 03:00";"11.6";"767.3";"769.6";"-0.8";"60";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.1";"";"";"";"";"";"";
"05.08.2019 02:00";"12.0";"767.6";"769.9";"-0.5";"58";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"3.8";"";"";"";"";"";"";
"05.08.2019 01:00";"12.2";"767.5";"769.7";"-0.4";"54";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"3.0";"";"";"";"";"";"";
"05.08.2019 00:00";"12.8";"768.1";"770.2";"0.2";"51";"Wind blowing from the north-west";"6";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"2.7";"";"";"";"";"";"";
